idcode,age,collgrad,occupation,white,elnwage1,elnwage2,elnwage3,elnwage4,elnwage5,elnwage6,elnwage7,elnwage8
692,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
693,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
694,43,0,2,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
696,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
697,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
699,43,1,2,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
714,36,1,1,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
716,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
718,38,0,6,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
719,39,0,6,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
722,36,0,1,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
724,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
727,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
730,44,0,5,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
731,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
732,40,1,7,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
737,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
745,38,0,2,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
748,39,0,3,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
749,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
750,35,0,2,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
754,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
757,42,1,8,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
761,41,0,3,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
762,41,0,2,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
763,36,0,1,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
764,44,0,1,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
768,37,0,3,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
769,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
770,40,1,4,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
771,38,1,8,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
773,37,1,1,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
779,42,1,1,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
781,36,1,2,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
784,44,1,8,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
785,45,1,1,1,2.270298,2.451107,1.939178,1.647877,2.414189,1.253871,1.600919,2.279164
790,38,0,1,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
792,36,0,6,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
793,39,0,3,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
795,44,0,3,0,2.02716,1.992723,1.789565,1.512271,1.899086,1.49488,1.23818,1.690584
796,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
798,38,0,7,1,2.199224,2.119072,1.815722,2.008245,1.723267,1.800291,1.648507,1.430109
800,37,0,3,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
802,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
809,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
810,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
813,34,0,1,1,2.059161,2.12841,1.790402,1.901831,2.04473,1.567564,1.41986,1.336703
816,36,1,2,0,2.332666,2.51356,2.014944,1.780255,2.354853,1.164412,1.421644,2.135131
817,43,0,3,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
823,35,0,1,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
824,44,0,6,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
825,43,1,8,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
826,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
827,39,0,2,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
830,40,0,3,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
831,43,0,6,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
834,43,0,2,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
836,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
837,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
839,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
842,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
843,41,0,3,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
845,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
846,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
851,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
855,35,0,5,1,2.153953,2.15549,1.79184,2.070146,1.925815,1.73717,1.61902,1.385763
856,38,0,3,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
857,36,0,7,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
859,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
860,39,0,1,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
867,44,1,8,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
868,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
870,45,0,6,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
872,39,1,7,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
874,41,0,3,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
877,37,0,6,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
878,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
880,36,0,1,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
881,41,1,1,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
882,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
884,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
888,37,0,6,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
889,43,0,7,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
891,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
895,38,0,7,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
898,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
899,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
900,37,0,4,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
901,35,0,6,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
902,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
904,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
907,40,1,8,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
908,36,1,3,1,2.359389,2.541176,2.002005,1.910241,2.315704,1.290537,1.62409,2.018028
909,35,1,1,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
910,35,1,2,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
911,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
916,41,1,1,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
920,35,1,2,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
925,39,0,6,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
929,44,1,8,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
932,42,0,3,1,2.172123,2.077975,1.79527,1.895897,1.727808,1.796552,1.64441,1.539053
933,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
934,41,1,3,1,2.439574,2.526093,1.990461,1.970467,2.162102,1.468961,1.825356,2.168915
935,37,0,4,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
938,43,1,2,1,2.401034,2.507677,1.965293,1.905776,2.242831,1.441977,1.810904,2.23762
940,44,0,6,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
942,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
943,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
947,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
948,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
949,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
950,39,0,6,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
951,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
953,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
955,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
956,41,0,5,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
957,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
958,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
960,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
961,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
964,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
965,44,0,3,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
966,39,0,6,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
968,39,0,4,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
969,42,0,1,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
972,35,1,2,1,2.338051,2.553848,1.990308,1.928745,2.402835,1.263218,1.611161,2.006804
975,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
977,44,1,7,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
978,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
979,37,1,4,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
980,36,0,1,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
981,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
983,42,1,8,1,2.356221,2.476334,1.993739,1.754497,2.204828,1.3226,1.63655,2.160094
984,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
987,37,0,7,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
988,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
989,39,1,1,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
990,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
991,41,0,1,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
993,41,1,1,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
994,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
996,38,1,8,1,2.383322,2.51743,2.014191,1.866844,2.200286,1.326339,1.640647,2.05115
998,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
999,40,0,7,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1001,45,0,7,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
1006,38,0,6,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1007,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1009,37,1,8,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
1011,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1013,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1014,45,0,2,1,2.018994,2.012464,1.754704,1.604588,1.949338,1.591816,1.425648,1.616729
1015,43,0,4,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1016,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1017,44,0,3,1,2.121089,2.060625,1.762632,1.826946,1.847767,1.757012,1.623756,1.614875
1018,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
1021,34,0,3,0,2.032439,2.100794,1.803341,1.771845,2.083879,1.44144,1.217414,1.453807
1023,43,0,2,0,2.055801,2.001132,1.807752,1.547811,1.829299,1.517789,1.250057,1.650894
1025,37,0,2,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1026,38,0,7,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
1028,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1029,38,1,2,1,2.450528,2.557715,2.000197,2.051533,2.188118,1.462347,1.823777,2.092544
1030,36,1,2,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
1033,37,1,8,0,2.414963,2.541706,2.00891,1.94431,2.275168,1.321461,1.614603,2.191308
1034,45,0,3,0,2.059478,2.025133,1.753649,1.659291,1.976318,1.601699,1.406332,1.775227
1037,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1038,40,1,1,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1040,36,0,2,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1041,41,0,7,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
1044,42,0,1,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1045,44,1,2,1,2.305187,2.458983,1.961101,1.685546,2.324787,1.28306,1.615897,2.235916
1048,40,0,3,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1051,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1055,44,1,8,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
1056,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1058,43,1,2,1,2.333828,2.467392,1.979288,1.721086,2.255,1.305969,1.627774,2.196226
1060,40,0,3,1,2.198168,2.097458,1.812967,1.95633,1.686308,1.810979,1.65266,1.477464
1062,43,0,3,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
1065,39,1,2,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
1066,43,1,8,1,2.401034,2.507677,1.965293,1.905776,2.242831,1.441977,1.810904,2.23762
1067,39,1,2,1,2.453124,2.546642,2.000687,2.026641,2.159831,1.47083,1.827404,2.114443
1071,42,0,6,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1072,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1075,39,0,7,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1076,41,1,8,1,2.372368,2.485808,2.004455,1.785778,2.17427,1.332953,1.642226,2.12752
1077,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1078,43,0,3,1,2.082523,2.028748,1.794813,1.677797,1.790149,1.643914,1.452503,1.53379
1084,41,0,7,1,2.188269,2.08745,1.805987,1.927178,1.697251,1.806905,1.650085,1.506479
1085,40,0,1,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1086,35,0,7,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1087,44,0,6,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1091,41,0,3,0,2.094341,2.019548,1.83292,1.612503,1.748569,1.544773,1.264509,1.582189
1092,38,0,7,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
1095,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1099,37,0,3,1,2.190381,2.130678,1.811497,2.031008,1.771168,1.785529,1.641779,1.411768
1101,39,1,8,1,2.385918,2.506356,2.014681,1.841952,2.172,1.334822,1.644274,2.073048
1105,37,1,8,1,2.374479,2.529036,2.009965,1.889607,2.248188,1.311577,1.633919,2.032809
1106,44,0,7,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
1113,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1115,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1116,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1118,36,0,7,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1119,44,0,7,1,2.053882,2.020339,1.776626,1.642257,1.859936,1.621004,1.440626,1.57348
1120,36,1,1,1,2.426595,2.581461,1.98801,2.09493,2.303535,1.426545,1.80722,2.059422
1122,38,1,1,0,2.423806,2.530099,2.013136,1.921547,2.227267,1.336223,1.621331,2.209648
1123,39,0,3,0,2.107892,2.040097,1.843146,1.668676,1.746298,1.546642,1.266558,1.527717
1125,46,0,2,1,1.977858,2.005121,1.729046,1.564789,2.058354,1.556349,1.407569,1.663535
1131,41,0,7,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1132,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1133,39,0,4,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1134,38,0,3,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1140,40,1,1,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1141,37,0,1,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1143,38,0,3,0,2.105296,2.05117,1.842656,1.693569,1.774585,1.538159,1.262931,1.505818
1147,42,0,2,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1148,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1150,43,0,6,1,2.149729,2.069034,1.780819,1.862486,1.77798,1.779921,1.635633,1.575185
1154,38,0,1,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
1155,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1157,38,0,3,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
1159,41,0,6,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1162,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1164,36,0,7,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
1169,38,0,1,1,2.132018,2.078786,1.829717,1.823555,1.735436,1.664283,1.465376,1.388714
1171,44,0,3,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
1174,37,0,6,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1177,39,0,3,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
1181,39,0,1,0,2.175098,2.080382,1.829152,1.853365,1.734129,1.68265,1.449687,1.569111
1186,37,0,5,0,2.163659,2.103062,1.824436,1.901021,1.810318,1.659405,1.439332,1.528872
1188,35,0,3,1,2.086746,2.115205,1.805834,1.885456,1.937984,1.601162,1.43589,1.344369
1196,36,1,2,0,2.332666,2.51356,2.014944,1.780255,2.354853,1.164412,1.421644,2.135131
1198,37,0,2,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1201,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1203,36,0,3,0,2.081362,2.074916,1.830469,1.736966,1.890003,1.502357,1.246374,1.472696
1204,36,0,6,0,2.148568,2.115201,1.816475,1.921655,1.877834,1.638364,1.429504,1.51409
1209,40,0,2,1,2.130962,2.057172,1.826961,1.771641,1.698477,1.674971,1.46953,1.43607
1213,40,1,7,1,2.382267,2.495816,2.011436,1.814929,2.163328,1.337027,1.6448,2.098505
1217,37,0,3,0,2.096453,2.062777,1.83843,1.716332,1.822486,1.523397,1.256203,1.487478
1218,41,0,3,1,2.121063,2.047165,1.819981,1.742489,1.70942,1.670897,1.466955,1.465085
1219,39,0,3,1,2.134614,2.067713,1.830207,1.798663,1.707149,1.672766,1.469004,1.410613
1222,41,0,3,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
1224,41,0,3,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
1227,36,0,3,1,2.17529,2.142817,1.803536,2.051641,1.838684,1.764489,1.63195,1.396986
1228,39,0,7,1,2.20182,2.107998,1.816212,1.983352,1.69498,1.808774,1.652134,1.452007
1233,34,0,2,0,2.032439,2.100794,1.803341,1.771845,2.083879,1.44144,1.217414,1.453807
1238,43,1,7,0,2.374311,2.480061,1.978233,1.775789,2.281981,1.315853,1.608458,2.354724
1241,45,0,3,1,2.0862,2.052749,1.74071,1.789277,1.937169,1.727823,1.608778,1.658123
1242,37,0,3,1,2.123175,2.090393,1.825491,1.846318,1.783337,1.649521,1.458649,1.370374
1243,44,1,4,1,2.372393,2.499269,1.947106,1.870236,2.312618,1.419068,1.799027,2.27731
1247,35,1,1,1,2.405257,2.594133,1.976314,2.113435,2.390666,1.399225,1.794291,2.048198
1248,41,1,8,1,2.439574,2.526093,1.990461,1.970467,2.162102,1.468961,1.825356,2.168915
1250,35,1,3,0,2.378535,2.566517,1.989253,1.983448,2.429815,1.273101,1.591844,2.165302
1257,41,0,2,0,2.161547,2.059834,1.818926,1.797192,1.7364,1.680781,1.447639,1.623583
1259,42,0,3,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1263,42,0,4,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
1264,44,0,3,0,2.094366,2.033009,1.775571,1.69696,1.886917,1.630887,1.42131,1.731978
1266,38,0,3,0,2.172502,2.091455,1.828662,1.878258,1.762416,1.674167,1.44606,1.547212
1269,36,0,3,1,2.108084,2.102532,1.81753,1.866952,1.850853,1.628481,1.44882,1.355592
1271,42,0,7,1,2.104917,2.03769,1.809265,1.711208,1.739977,1.660545,1.46128,1.497658
