idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3028,41,2,1,0,12,0,1,0,0,11,3,0,2.785829,40,13.44231,9.833333
3035,42,1,1,0,17,1,1,1,1,11,13,0,5.265698,60,7.865385,7.75
3036,39,1,1,0,18,1,1,1,0,11,13,0,12.77777,40,12.78846,8.75
3037,35,1,1,0,18,1,1,1,1,11,13,0,4.64573,1,6.012821,.6666667
3038,39,1,1,0,12,0,0,1,0,4,2,,5.852843,20,6.75,.4166667
3040,39,2,0,0,10,0,1,1,0,4,11,,3.502414,40,15.42949,15
3042,39,2,0,1,12,0,1,1,0,4,6,0,4.830918,40,16.51282,14
3043,37,2,0,1,12,0,1,1,0,4,1,1,16.47676,40,19.42308,8.5
3044,44,1,1,0,12,0,1,1,0,4,6,0,6.771333,48,22.51282,22.5
3045,43,1,1,0,11,0,1,1,0,4,6,0,5.53945,48,19.58333,5.5
3046,44,2,0,0,12,0,1,1,0,11,3,,4.413701,35,12.51923,9.416667
3047,35,2,0,1,14,0,1,1,0,12,3,0,8.904991,40,13.91667,13.91667
3048,38,2,0,0,11,0,1,1,0,6,6,1,2.697261,40,11.78846,9.833333
3049,39,1,1,0,16,1,1,1,1,11,1,0,11.03059,33,14.96154,3.083333
3050,42,1,1,0,10,0,1,1,0,7,4,0,5.53945,40,16.25641,0
3052,39,1,1,0,12,0,1,1,0,11,3,0,4.64573,40,12.32692,2.833333
3056,45,2,0,0,9,0,1,1,1,4,3,1,14.1214,45,17.32692,0
3058,37,1,1,0,12,0,1,1,0,9,3,0,5.917873,40,11.55769,1.333333
3059,40,1,1,0,17,1,1,1,1,1,3,0,10.62802,7,13.92949,1.333333
3060,42,2,1,0,8,0,1,0,0,11,8,0,2.777777,30,10.25,10.25
3061,42,1,1,0,16,1,1,1,0,11,13,0,7.004828,42,9.243589,6.833333
3062,35,1,0,0,12,0,1,1,1,11,3,0,5.837359,40,17.65384,1.333333
3063,36,1,1,0,18,1,1,0,0,11,13,0,6.578098,40,10.38461,.9166667
3065,34,1,0,1,13,0,1,1,0,4,5,0,5.06441,55,12.51282,5.833333
3066,44,1,1,0,16,1,1,0,0,4,2,0,10.25765,40,15.75,11.41667
3069,36,1,1,0,12,0,1,1,0,7,4,,5.972288,28,9.480769,1.583333
3070,35,1,1,0,12,0,1,1,1,8,3,,3.718949,20,14.11538,2.583333
3072,41,1,1,0,12,0,1,0,0,11,3,,2.628296,18,14.44231,2.083333
3073,36,1,1,0,7,0,1,0,0,6,2,0,4.066022,37,11.42949,5.166667
3078,45,2,1,0,17,1,0,1,0,11,1,1,16.49758,35,12.41667,8.416667
3079,35,2,0,1,12,0,1,0,0,11,3,0,3.293073,40,13.76282,13.75
3090,38,2,0,0,12,0,1,0,0,11,3,0,2.884614,22,6.76923,.1666667
3095,38,2,1,0,6,0,1,0,0,11,8,0,4.621576,40,13.44231,3.416667
3096,35,2,1,0,11,0,1,0,0,11,8,0,3.985505,35,10.16667,8.666667
3097,42,2,1,0,8,0,1,0,0,11,8,0,2.383252,37,6.935897,4
3098,37,1,1,0,12,0,1,0,0,7,3,,4.222408,24,11.36539,2.5
3099,44,2,0,0,8,0,1,0,0,11,8,0,3.679549,35,9.557693,3.833333
3106,39,2,0,0,12,0,1,1,1,6,8,0,4.025765,30,15.78205,10.33333
3107,36,2,0,1,9,0,1,1,1,11,3,0,5.06441,40,11,11
3108,39,2,1,0,18,1,1,1,1,11,13,1,8.599029,45,16.83333,16.83333
3111,35,2,0,1,12,0,1,1,1,6,3,,4.322766,40,2.25,.3333333
3114,43,2,0,1,14,0,0,1,1,12,3,1,9.066018,40,15.51923,6.583333
3115,41,2,1,0,12,0,1,1,0,4,5,0,3.743959,40,18.62179,18.33333
3116,39,2,1,0,12,0,0,1,0,6,2,,7.525084,65,5.596154,2.166667
3118,43,1,1,0,9,0,1,1,0,4,6,1,7.713361,40,18.6859,18.66667
3119,41,1,1,0,13,0,1,1,0,4,1,0,9.758451,40,27.1923,8.333333
3120,41,2,0,0,9,0,1,0,0,10,8,0,3.220612,40,5.153846,.25
3122,44,2,1,0,18,1,1,0,0,11,13,0,8.518515,40,21.41667,21.41667
3127,38,1,1,0,18,1,1,1,1,11,13,0,10.66828,45,19.51282,2.916667
3132,35,1,0,0,16,1,1,0,0,10,2,0,9.444442,41,17,17
3133,36,1,1,0,14,0,1,0,0,11,1,0,8.236711,40,17.79487,3.5
3135,39,2,1,0,12,0,1,1,1,4,3,0,6.223832,40,14,14
3138,45,1,1,0,16,1,1,1,1,11,1,1,4.516906,60,10.41667,10.41667
3144,37,2,0,1,12,0,1,1,1,11,8,0,5.032206,32,14.76282,14.66667
3145,36,2,1,0,12,0,1,1,1,6,2,0,4.838968,40,15.00641,15
3148,37,2,0,0,12,0,1,1,1,4,6,0,2.818035,40,8.948718,5.333333
3151,41,2,0,1,12,0,1,1,1,9,8,0,4.694041,42,17.12179,3.416667
3156,42,2,0,0,12,0,1,1,1,6,4,0,4.64573,40,10,3.75
3157,40,2,0,0,12,0,1,1,0,11,3,0,5.048307,40,18.40385,17.16667
3158,38,2,0,0,12,0,1,0,0,11,8,0,4.025765,40,9.865385,1.083333
3159,43,1,1,0,18,1,0,1,0,,13,1,13.01932,40,12.01923,5.416667
3164,35,2,1,0,18,1,0,1,0,11,13,0,11.22383,40,13.64744,11.83333
3166,44,2,1,0,10,0,1,1,0,11,8,0,2.938808,12,11.34615,0
3169,35,1,1,0,12,0,1,1,0,9,8,0,5.442833,37,14.57692,4
3170,39,1,0,0,9,0,1,0,0,9,8,0,3.663445,55,14.28846,2.833333
3171,40,1,0,1,12,0,1,0,0,4,5,0,6.843801,43,17.92308,12.83333
3172,40,1,0,0,12,0,0,1,0,11,2,0,15.48309,35,19.08333,19.08333
3173,43,1,0,0,10,0,1,1,0,4,6,0,5.990337,40,8.910256,8.5
3174,40,2,1,0,12,0,0,1,0,8,8,,4.180602,20,13.07692,1.666667
3175,40,1,0,1,16,1,0,1,1,12,1,0,11.03059,40,15.64744,13.66667
3179,34,1,1,0,12,0,1,0,0,6,3,0,8.05153,40,15.01282,4.083333
3181,36,1,1,0,17,1,1,0,0,11,13,0,11.0628,35,12.55769,9.833333
3182,43,1,1,0,12,0,1,0,0,4,3,0,6.038648,40,20.3782,16.33333
3185,35,1,1,0,12,0,1,0,0,4,6,,7.357856,40,9.211537,.75
3186,37,2,1,0,12,0,1,1,1,4,6,1,6.537838,45,13.13462,11.16667
3188,42,2,0,1,13,0,1,0,0,4,6,1,3.4219,40,16.96795,10.33333
3189,37,2,1,0,12,0,1,0,0,4,6,0,6.626406,48,11.17949,3.416667
3191,35,2,1,0,9,0,1,1,1,4,6,0,7.246377,40,14.46795,11.91667
3195,44,2,0,0,12,0,1,0,0,4,6,0,4.790658,42,18.67308,16.16667
3197,37,2,1,0,11,0,1,0,0,6,8,,2.090301,24,13.08974,10.33333
3198,40,2,1,0,9,0,1,0,0,9,7,0,3.526568,8,9.75,.9166667
3199,37,2,0,0,12,0,1,0,0,9,7,0,1.151368,35,3.5,
3200,40,2,1,0,12,0,1,0,0,11,1,0,6.199676,15,7.692308,2.5
3202,38,1,0,0,15,0,1,0,0,7,3,0,8.57859,45,15.37821,.9166667
3203,38,1,1,0,11,0,1,0,0,4,3,0,5.434783,48,13.78846,12.41667
3204,45,1,0,0,18,1,1,0,0,11,1,0,11.6103,40,17.75,17.75
3205,38,2,1,0,9,0,1,0,0,11,1,0,4.227053,40,14.10897,4.75
3208,40,2,1,0,12,0,1,1,0,11,8,0,5.233495,40,13.42949,13.41667
3209,36,2,0,1,12,0,1,0,0,6,8,0,2.415459,25,8.980769,1.75
3211,36,2,1,0,8,0,1,0,0,6,8,0,4.186793,43,10.10256,2.916667
3212,42,2,1,0,10,0,1,0,0,4,6,1,4.025765,30,13.73077,8.5
3214,42,2,0,1,12,0,1,1,1,6,3,0,5.072463,40,16.86539,
3215,44,2,1,0,12,0,1,0,0,9,3,0,3.887958,20,8.916667,8.916667
3217,37,2,0,0,13,0,1,1,1,5,6,1,8.132044,20,6.442308,3
3218,41,2,0,0,12,0,1,1,0,11,8,0,5.346215,40,16.78846,8.833333
3219,38,1,1,0,18,1,0,1,1,11,2,0,11.77133,50,12.96795,5.166667
3222,44,2,0,1,17,1,1,0,0,11,13,0,8.937197,52,20.33333,20.33333
3227,39,2,0,0,9,0,1,0,0,9,7,,2.926421,12,10.0641,2.75
3228,36,2,0,1,12,0,1,0,0,11,8,1,2.73752,38,14.66667,14.66667
3229,44,1,1,0,10,0,1,0,0,6,8,0,2.898549,40,2.333333,.8333333
3231,40,1,1,0,12,0,1,0,0,11,8,0,2.987117,30,9.833333,9.833333
3232,35,1,1,0,10,0,1,0,0,6,3,0,5.161031,45,17.08333,12.58333
3235,43,1,1,0,12,0,1,0,0,7,2,0,7.801928,40,17.34615,16.83333
3236,43,2,1,0,10,0,1,0,0,4,6,0,2.818035,40,14.51923,7.333333
3238,39,2,1,0,12,0,1,0,0,11,8,,1.930993,40,13.42949,2.583333
3239,36,2,0,0,11,0,1,0,0,4,6,0,3.502414,40,8.307693,1.083333
3240,38,2,0,1,10,0,1,0,0,6,6,0,3.019324,40,8.673077,3.666667
3243,35,1,1,0,12,0,1,0,0,7,2,0,6.191625,40,16.97436,7.416667
3245,34,1,1,0,12,0,1,1,1,11,3,0,2.874396,35,8.608974,2.666667
3246,43,1,0,0,12,0,1,0,0,11,8,0,3.075684,40,6.198718,2.166667
3247,41,1,1,0,12,0,1,0,0,7,3,0,3.623188,23,9.02564,.1666667
3248,45,1,1,0,12,0,1,0,0,6,3,0,3.099838,25,4.320513,1.583333
3250,36,1,0,0,9,0,0,0,0,11,8,,40.19808,40,3.666667,1.833333
3252,40,1,1,0,9,0,1,0,0,9,7,0,1.892108,28,3.24359,.9166667
3253,36,1,1,0,12,0,1,0,0,6,4,,40.19808,40,14.8718,3.416667
3255,42,1,1,0,17,1,1,1,0,11,13,1,7.069242,50,14.42308,8.916667
3256,39,1,1,0,12,0,1,1,0,11,3,0,4.130433,45,11.69231,7.416667
3258,38,1,1,0,16,1,1,1,1,11,13,1,6.811594,50,17.44231,5.833333
3259,35,1,1,0,12,0,1,1,1,7,3,0,6.972622,40,7.070513,4.5
3260,38,1,0,0,12,0,1,0,0,,,0,2.926421,10,5.288462,1.416667
3263,36,1,1,0,16,1,1,1,0,11,13,0,4.114329,40,14.12821,11.66667
3264,36,1,1,0,10,0,1,0,0,11,8,0,4.396134,40,9.807692,7.333333
3266,39,2,0,0,12,0,1,0,0,11,8,0,2.858293,28,5.769231,1.25
3268,40,2,1,0,10,0,0,1,1,4,6,1,10.77,40,7.153846,2.666667
3270,37,2,1,0,13,0,1,1,0,12,3,,5.17354,40,14.78205,7
3276,42,2,1,0,15,0,1,1,1,11,1,0,11.35266,40,19.05769,1.333333
3277,36,2,0,0,16,1,1,1,1,11,3,0,5.805152,40,12.73077,.6666667
3278,39,2,0,0,12,0,1,1,1,11,8,0,4.549112,40,9.519231,1.833333
3280,36,2,0,0,11,0,1,1,1,12,3,1,4.975842,40,6.474359,2.25
3281,35,2,1,0,16,1,1,1,0,11,13,,8.361203,40,10.13461,.3333333
3282,34,2,0,0,17,1,1,1,1,8,3,1,4.025765,50,5.730769,1.666667
3289,36,1,1,0,12,0,1,1,0,11,8,0,5.805152,40,11.91026,7.583333
3290,44,1,0,0,13,0,1,1,0,6,2,0,8.945245,45,16.23077,3
3291,42,1,1,0,16,1,1,1,0,11,13,0,10.15297,45,15.23077,13.83333
3292,40,1,1,0,12,0,1,1,0,12,3,0,6.191625,40,17.76923,5.5
3293,37,1,1,0,12,0,1,1,0,6,3,0,5.636071,40,16.83333,16.83333
3294,43,1,1,0,13,0,1,1,0,11,3,0,5.636071,20,13.42308,5.75
3300,41,1,1,0,16,1,1,1,0,6,2,0,12.58454,16,11.69231,3.5
3303,40,1,1,0,14,0,1,0,0,3,3,,4.180602,48,6.628205,.1666667
3305,45,1,1,0,12,0,1,1,0,11,3,0,7.020929,15,16.5,1.416667
3312,37,2,0,0,12,0,1,1,1,11,8,,3.135451,40,8.903846,4.916667
3316,41,1,1,0,12,0,1,1,1,4,3,0,5.579708,40,9.923077,2.666667
3317,44,1,1,0,15,0,1,1,0,4,3,0,9.782605,38,16.96154,16.33333
3318,42,1,0,0,17,1,1,1,1,11,13,0,4.331721,,16.30769,13.25
3319,36,1,0,0,12,0,1,1,1,6,4,,40.19808,40,9.961538,.8333333
3320,34,1,1,0,12,0,1,1,1,11,8,0,3.887958,30,13.76923,3.666667
3325,41,1,1,0,18,1,1,1,0,11,5,0,12.58454,40,17.53846,3.416667
3326,40,2,1,0,12,0,1,1,1,8,3,,2.612876,32,14.42949,0
3328,41,2,0,0,14,0,1,1,1,12,1,0,5.837359,40,12.16667,3
3332,35,1,0,1,12,0,1,1,0,12,3,0,10.06441,40,11.76282,9.833333
3333,42,1,1,0,18,1,1,0,0,11,13,0,7.809981,50,16.83333,16.83333
3337,44,1,0,0,12,0,1,1,0,6,2,0,2.415459,50,10.76923,1.75
3342,39,2,0,0,12,0,1,1,1,11,8,1,4.074072,30,16.08333,16.08333
3344,41,2,0,0,12,0,1,1,1,12,1,1,6.771333,40,18.19872,0
3346,41,1,1,0,15,0,0,1,0,11,1,0,7.045088,40,8.602565,2.5
3347,41,1,1,0,12,0,1,1,1,11,3,0,4.025765,40,8.333333,8.333333
3353,44,1,1,0,18,1,1,1,0,11,13,0,10.83736,60,14.84615,14.83333
3355,39,1,1,0,18,1,1,1,0,11,13,0,10.45088,40,13.6218,12.83333
3356,40,1,1,0,12,0,1,0,0,9,4,,3.001791,15,12.39103,.3333333
3357,41,2,0,0,12,0,0,1,1,7,3,0,11.50563,35,20.19872,20.08333
3359,43,2,1,0,12,0,1,1,1,10,8,0,1.811594,20,14.13461,3.416667
3362,40,2,0,1,12,0,1,1,1,6,8,0,4.852005,35,13.42308,6.666667
3366,44,1,1,0,14,0,0,1,0,4,3,0,7.246377,40,10.82692,9.166667
3368,44,1,0,0,12,0,1,1,0,4,5,0,5.233495,50,11.82692,3.666667
3372,42,1,0,0,13,0,1,1,0,10,11,0,4.227053,40,9.634615,1.583333
3374,44,1,1,0,12,0,1,1,1,7,2,0,8.260865,45,19.19231,16.08333
3376,35,2,1,0,18,1,1,1,0,11,13,1,5.611914,53,7.358974,5.916667
3378,42,2,1,0,8,0,1,1,0,6,6,0,2.697261,30,4.038462,.0833333
3381,39,2,0,0,16,1,0,1,1,11,1,0,11.50563,35,13.78846,1.25
3382,35,2,1,0,12,0,1,1,1,11,3,1,4.227053,40,10.42949,.3333333
3386,39,2,1,0,12,0,1,1,0,6,2,0,7.801928,40,13.96154,11.25
3387,37,2,0,1,12,0,0,1,1,12,3,0,8.582928,35,17.89744,6
3389,44,2,1,0,12,0,1,1,1,4,6,1,4.025765,40,15.01923,0
3391,39,2,1,0,12,0,1,1,0,11,3,0,4.283414,55,16.01923,11.75
3392,38,2,0,0,14,0,1,1,1,9,3,0,5.032206,40,15.65385,0
3393,35,2,1,0,16,1,1,1,0,12,3,0,10.83736,40,6.916667,0
3394,36,2,0,0,16,1,1,1,0,11,1,0,11.6103,40,16.8782,8.416667
3399,34,1,1,0,12,0,1,1,1,4,6,,3.051839,40,10.78846,1.75
3400,36,1,1,0,14,0,1,1,0,6,3,0,3.872784,40,12.82051,4.666667
3402,41,2,0,0,9,0,1,1,0,4,6,0,5.096617,40,16.17308,9.916667
3403,37,2,1,0,12,0,1,1,0,4,6,0,6.441224,40,16.13461,3.916667
3406,42,1,1,0,11,0,1,1,0,11,3,0,6.449271,40,20.33333,20.33333
3407,38,1,1,0,12,0,1,1,0,11,5,0,4.122383,46,7.480769,3.166667
3408,41,1,1,0,12,0,0,1,0,11,3,0,4.879225,32,5.288462,1.75
3410,41,1,0,0,15,0,1,0,0,7,3,0,6.787434,40,17.13461,9.166667
3411,35,1,0,0,13,0,1,1,1,12,3,1,9.057972,40,3.544872,1.583333
3412,43,1,1,0,12,0,1,0,0,6,3,,2.616747,40,9.115385,6.25
3413,42,1,0,0,12,0,1,1,0,11,3,0,5.829306,40,9.134615,7.666667
3414,38,1,1,0,18,1,1,1,1,11,3,,8.709585,12,8.326923,1.583333
3416,40,2,0,0,13,0,1,1,1,5,11,1,7.045088,40,10.33333,6.916667
3418,35,2,1,0,16,1,1,1,1,11,13,1,7.745568,40,10.80128,3.083333
3419,37,2,1,0,12,0,1,1,0,11,8,1,4.838707,35,10.84615,.4166667
3423,42,2,0,0,10,0,1,1,1,9,7,0,2.415459,20,4.717948,.3333333
3424,38,2,1,0,12,0,1,1,1,6,5,,4.180602,40,15.13462,.75
3429,39,2,1,0,12,0,1,1,1,9,8,0,3.486311,15,8.884615,.5
3431,41,2,0,0,11,0,1,1,1,6,3,0,4.452495,17,3.51282,1.916667
3434,37,2,1,0,9,0,1,0,0,6,4,0,4.412238,40,15.03846,8.583333
3435,41,2,0,0,8,0,0,1,1,4,6,1,10.70853,40,16.16667,16.16667
3439,35,2,1,0,12,0,1,0,0,4,3,0,4.991946,40,16.02564,15.91667
3441,39,2,1,0,12,0,0,1,1,11,8,0,5.636071,40,18.07051,18
3442,37,2,0,0,13,0,0,1,1,11,8,0,6.352657,40,18.38461,18.33333
3443,43,2,0,1,14,0,1,0,0,4,6,0,3.623188,40,20.38461,1.333333
3445,39,1,0,0,12,0,0,1,1,7,2,1,7.342991,40,18.94872,3.25
3448,37,2,1,0,16,1,1,0,0,11,13,0,7.745568,40,14.59615,11.41667
3449,35,2,1,0,11,0,0,1,1,7,2,1,10.18518,38,13.98077,13.16667
3450,42,1,0,1,16,1,1,1,1,12,1,0,2.093397,40,3.846154,.9166667
3455,37,2,0,1,11,0,1,0,0,4,6,0,6.843801,44,11.98718,7.416667
3456,39,2,1,0,15,0,0,1,1,11,3,1,6.814376,17,6.179487,6.166667
3457,43,1,1,0,12,0,1,0,0,6,2,0,3.349436,40,7.666667,3.916667
3462,34,2,0,0,12,0,1,0,0,4,6,,4.389632,40,14.26282,13.33333
3463,36,2,1,0,14,0,1,0,0,4,6,0,5.080513,40,11.17949,6
3464,43,1,1,0,16,1,1,0,0,11,1,0,3.937198,24,20.78205,20.75
3466,38,2,1,0,12,0,1,0,0,4,6,0,4.307567,40,12.0641,4.75
3468,45,2,0,0,9,0,0,1,1,6,4,0,3.808373,32,5.282051,3.75
3477,40,2,0,0,12,0,1,1,0,8,3,0,5.032206,40,19.07692,2
3479,44,2,0,0,12,0,1,1,1,4,4,0,4.025765,40,17.98077,.0833333
3483,43,1,1,0,12,0,1,1,0,9,7,0,3.019324,25,9,.5
3484,43,1,1,0,14,0,1,1,1,6,8,0,8.623189,42,4.608974,4.416667
3487,42,1,0,1,18,1,0,0,0,11,13,0,4.202897,70,18.91667,1.416667
3490,35,1,1,0,12,0,1,1,0,8,8,0,8.05153,30,9.525641,5.416667
3491,36,1,1,0,13,0,1,1,0,11,2,,7.034666,40,13.67949,10.91667
3492,43,1,0,0,9,0,1,0,0,4,6,0,5.636071,40,13,3.833333
3493,35,1,1,0,16,1,1,0,0,11,13,1,8.566828,45,13.51923,12.83333
3494,42,1,0,0,12,0,1,0,0,4,2,0,25.16103,40,19.01923,8.416667
3497,43,1,1,0,11,0,1,0,0,6,8,,2.801002,24,3.160256,.9166667
3501,36,1,1,0,6,0,1,1,1,4,6,0,5.06441,40,20.19231,2.666667
3502,34,1,1,0,10,0,1,1,1,6,3,1,7.045088,40,11.95513,8.583333
3505,43,1,1,0,12,0,1,1,0,11,8,,3.344482,30,6.756411,1.416667
3506,38,1,1,0,11,0,1,1,1,6,3,0,2.326892,40,4.589744,1
3507,42,1,0,0,18,1,1,0,0,12,1,,40.19808,40,15.23077,3.333333
3511,36,1,1,0,10,0,1,1,0,3,11,0,7.246377,30,3.884615,1.166667
3512,38,1,0,1,14,0,0,1,0,7,3,0,6.360707,38,13.3718,3.416667
3515,44,2,0,0,17,1,0,1,1,11,13,1,15.33816,40,14.5,9.333333
3516,39,2,0,0,14,0,1,1,1,4,5,0,13.08374,40,18.44872,18.41667
3526,41,1,1,0,12,0,1,0,0,7,3,0,6.111108,38,12.94231,8.416667
3529,39,1,1,0,12,0,1,0,0,6,5,0,4.025765,40,6.070513,2.083333
3530,39,1,0,0,18,1,0,1,1,12,1,,3.861985,50,12,.8333333
3532,35,1,0,1,16,1,1,1,1,11,1,0,12.38325,40,13.15385,7.25
3534,37,1,1,0,16,1,0,0,0,12,1,0,8.679548,12,12.05769,2.916667
3536,44,1,1,0,12,0,0,1,0,11,8,1,3.904991,35,10.83974,.6666667
3538,35,1,1,0,12,0,1,1,0,8,1,0,12.77777,40,14.8782,9.166667
3540,36,1,1,0,11,0,1,1,0,4,4,,3.099125,60,5.173077,1.25
3542,35,1,1,0,11,0,0,0,0,11,8,0,5.225441,40,21.69231,1.916667
3546,39,1,1,0,18,1,1,1,0,11,1,0,10.44283,43,16.71154,3.166667
3549,43,1,1,0,18,1,0,0,0,11,13,1,9.186791,40,19.91667,19.91667
3551,38,1,1,0,12,0,1,1,0,6,3,0,7.745568,10,12.58974,0
3552,38,1,1,0,16,1,0,1,0,11,1,0,15.29791,24,15.32051,13.83333
3553,36,1,1,0,16,1,1,1,0,11,3,0,7.165856,35,16.44231,15.16667
3555,41,1,1,0,12,0,0,1,0,6,3,0,5.571657,50,13.61539,2.833333
3558,40,1,1,0,12,0,0,1,0,6,8,0,9.661837,25,14.09615,3.083333
3563,41,1,1,0,12,0,0,1,1,4,6,1,10.46699,40,11.23077,3
3566,41,3,1,0,17,1,0,1,1,8,3,0,10.06441,20,12.28205,.8333333
3569,41,1,1,0,17,1,0,1,0,11,3,0,7.962963,35,7.538462,1
3570,38,1,1,0,14,0,0,1,0,7,4,0,18.59098,50,11.59615,1.416667
3571,42,1,0,1,15,0,0,1,0,11,1,0,4.64573,80,18.83974,1.666667
3573,38,1,0,0,8,0,0,0,0,3,2,1,9.653782,40,12.24359,5
3584,42,1,1,0,14,0,0,1,1,5,3,1,8.856684,45,12.86538,9
3589,37,2,0,1,14,1,1,1,1,11,3,0,3.719806,60,8.320513,.0833333
3590,44,1,0,0,13,0,1,1,1,4,3,0,6.038648,40,11.92308,3.333333
3593,44,1,1,0,12,0,0,1,0,6,2,0,6.964568,40,16.57692,1.416667
3595,35,2,0,0,14,0,0,1,0,5,3,1,10.91787,46,7.25,2.666667
3602,39,2,0,0,12,0,1,1,1,11,3,1,7.439612,40,13.78846,5.25
3603,38,2,0,1,16,1,0,1,1,11,3,1,9.090172,40,17.63461,2.25
3604,43,1,0,1,12,0,0,1,1,7,3,1,6.288243,48,17.33333,17.33333
3611,39,2,1,0,12,0,0,1,0,11,3,1,7.15781,40,16.60897,6.25
3612,35,1,1,0,13,0,0,1,0,11,3,0,3.969401,26,5.153846,3.083333
3624,43,1,1,0,12,0,0,1,0,6,4,0,8.05153,20,19.25,3.5
3626,38,3,1,0,15,0,0,1,1,11,3,0,7.439612,40,16.26282,2.833333
3627,40,1,1,0,15,0,0,1,0,11,1,0,11.49759,24,12.46154,7.25
3630,44,3,1,0,12,0,0,1,0,11,8,0,6.038648,40,20.60898,3.416667
3631,41,1,1,0,16,1,0,1,0,11,1,0,17.20612,45,18.75641,18.75
3634,35,2,1,0,9,0,1,0,0,4,6,0,3.703702,40,12.9359,1.833333
3636,43,1,0,0,12,0,0,1,0,6,6,0,2.632849,15,4.615385,3.583333
3637,40,1,1,0,12,0,0,1,1,11,2,,3.220612,25,6.384615,6.333333
3640,36,1,1,0,13,0,0,0,0,11,3,1,4.339774,15,9.557693,.8333333
3641,39,1,0,0,12,0,0,1,0,12,3,0,7.278577,40,11.57692,.8333333
3642,45,1,1,0,17,1,1,0,0,6,6,,3.344482,29,14.61538,.5833333
3643,43,1,1,0,12,0,1,1,0,11,3,0,5.152977,40,7.435897,2.666667
3648,36,1,1,0,11,0,0,1,0,8,3,,40.19808,40,5.320513,1.25
3651,44,2,1,0,13,0,0,1,1,12,3,1,12.0773,40,21.79487,21.75
3658,35,1,1,0,12,0,0,1,0,11,8,0,5.579708,40,13.84615,4.083333
3659,35,1,0,0,13,0,0,1,0,8,3,,7.525084,40,15.67308,.25
3660,40,1,1,0,12,0,0,1,0,6,3,,4.724079,15,7.807693,4.833333
3661,34,1,1,0,12,0,0,1,0,5,3,1,10.93397,38,14.86539,14.83333
3664,37,1,1,0,12,0,0,1,0,7,2,0,8.663441,40,16.5,1.5
3665,39,1,0,0,12,0,0,1,0,4,6,1,11.65056,50,14.32692,5.166667
3666,44,1,0,0,14,0,0,0,0,12,1,1,10.22544,40,19.26923,18.66667
3667,38,1,1,0,15,0,0,1,1,6,3,0,8.454107,25,19.83333,19.83333
3669,45,1,1,0,16,1,0,0,0,4,4,0,3.011272,36,5.038462,1.5
3670,41,1,0,0,13,0,1,1,0,6,8,,5.145711,20,14.90385,.0833333
3672,45,1,0,0,12,0,0,1,0,6,3,1,6.199676,28,6.173077,1.583333
3674,45,1,1,0,18,1,0,1,0,11,1,0,11.15941,20,20.32051,.8333333
3675,41,1,0,0,13,0,0,1,0,6,1,0,8.454107,40,5.269231,0
3678,39,1,1,0,14,0,0,0,0,12,3,0,13.56813,40,12.13462,.3333333
3681,36,2,0,1,13,0,0,1,1,8,3,0,11.6103,40,14.57692,13.83333
3688,43,1,1,0,14,0,0,1,0,5,3,0,17.66505,40,18.21154,.9166667
3689,40,1,0,0,12,0,0,1,0,6,8,0,6.441224,24,9.006411,4.333333
3691,39,1,1,0,4,0,0,1,0,6,6,0,2.616747,40,8.608974,.5
3692,35,1,1,0,13,0,0,1,0,11,8,,2.926421,10,15.51282,15
3695,37,1,0,0,12,0,0,1,0,5,5,0,5.636071,45,10.33333,6.416667
3699,43,1,0,0,18,1,0,1,0,5,3,,9.197324,40,18.1218,.25
3701,44,1,0,0,15,0,0,1,0,4,2,0,11.26409,55,10.75,7.583333
3702,43,1,1,0,15,0,0,0,0,11,1,0,13.26923,40,20.21154,0
3704,43,2,1,0,16,1,0,1,1,12,3,1,8.365539,40,18.55769,8.5
3705,44,1,1,0,13,0,0,1,0,11,3,,4.827484,40,17.92308,10.91667
3706,43,1,0,0,18,1,0,1,1,11,13,1,7.793876,62,10.75,10.75
3709,44,1,1,0,10,0,0,1,0,6,1,1,13.16424,40,13.55128,12.75
3711,42,1,1,0,12,0,0,1,1,6,2,,6.436645,30,8.25,8.083333
3716,42,1,1,0,12,0,0,1,0,6,4,,7.215716,40,9.256411,6.416667
3718,41,1,1,0,16,1,0,0,0,11,3,1,6.231882,40,9.019231,7.166667
3724,39,1,1,0,14,0,0,1,0,6,3,0,6.76328,40,17.88461,2.833333
3726,40,1,0,0,14,0,0,1,1,5,3,1,8.856684,40,13.34615,2.916667
3728,35,1,1,0,15,0,0,1,0,12,1,1,9.114332,40,17.41026,11.25
3731,39,1,0,1,12,0,0,1,1,12,1,1,14.71014,40,21.66667,21.66667
3732,36,1,0,1,13,0,0,1,1,4,5,0,7.979064,40,17.86539,6.75
3733,41,1,1,0,12,0,0,1,0,12,3,0,8.518515,40,10.11539,9.75
3734,37,1,1,0,12,0,0,1,0,5,8,0,18.58292,25,15.66667,15.66667
3735,45,1,1,0,11,0,1,0,0,8,1,1,9.462362,45,13.98077,5.416667
3737,44,1,1,0,13,0,0,1,0,5,1,1,12.0773,40,25.98718,25.91667
3739,43,1,1,0,12,0,1,0,0,7,3,0,4.669887,42,13.41026,6.333333
3744,37,1,0,1,18,1,0,1,0,8,1,,11.70569,40,14.78846,.8333333
3745,41,1,1,0,12,0,0,1,0,6,3,0,6.723027,33,13.09615,11.33333
